VISIT_AREA_NM,counts,overview
교촌치킨 투고 포레스트 리솜점,4,
착한 집,4,
차이나타운점,4,
남도리쉼터,4,
펠롱잡화점,4,
한산대첩 광장,4,
버거킹 제주노형점,4,
남도랑,4,
은희네 해장국 본점,4,
블루원워터파크,4,
감성돈 제주협재점,4,
감귤 카트,4,
바니 베어뮤지엄,4,
바누카페,4,
밀터해물칼국수,4,
메리고라운드,4,
구공탄막창 형님본점,4,
차 덕분,4,
을지다락,4,
명품 물회 송정 본점,4,
무슈 부부 커피 스탠드 관덕정,4,
3인칭관찰자시점,4,
어디가코 시청점,4,
어등포 해녀촌,4,
응봉 상회,4,
대전해수욕장,4,
대전컨벤션센터,4,
비담,4,
마르,4,
퍼시픽리솜 마린스테이지,4,
남노 갈비 본점,4,
수수카페,4,
DMZ 장단콩두부마을,4,
카페 쿠이 롤,4,
카페 청호동,4,
수송 반점,4,
의림지막국수,4,
양혜란식당,4,
양혜 한식당,4,
난포,4,
양평 양떼목장,4,
감포 밀면,4,
비발디파크 루지 월드,4,
비룡다 저수지,4,
감자적 1번지,4,
의정부제일시장,4,
양주시립민복진미술관,4,
고소동 천사벽화골목,4,
선창횟집,4,
두메 막국수,4,
양주시립 장욱진미술관,4,
양주나리농원,4,
패밀리 렌터카 본사,4,
양양팜서프,4,
이기대해안산책로,4,
이금돈지,4,
이곡둑길153,4,
이고집 만두,4,
난산리식당,4,
난산리 식당,4,
대천간장게장,4,
양양농협하나로마트 본점,4,
낙조전망대,4,
짜이다방,4,
짚회관,4,
두레식당,4,
양수리전통시장,4,
비스트로낭,4,
비브레이브 혁신도시점,4,
황남밀면,4,
황남동 고분군,4,
황룡사,4,
이디야커피 가평역점,4,
양림문화역사마을,4,
이디야커피 여수진남관점,4,
양구 백자 박물관,4,
이디오피아집,4,
낙영찜갈비 본점,4,
대포항 수산시장,4,
대포칼제비,4,
두낫디스터브,4,
수원 전통문화관 예절교육관,4,
두레 식당,4,
집아페,4,
진평왕릉,4,
수원 KT 소닉붐 아레나,4,
수용배낚시,4,
수영로교회,4,
한아름 정육마트,4,
버거인뉴욕,4,
이루소,4,
이레돈까스,4,
이런날엔,4,
이랜드크루즈,4,
현대모터 스튜디오 서울,4,
라피크,4,
마당,4,
비올라,4,
팔영산 편백 치유의 숲,4,
갓몬스터,4,
앵강 마켓,4,
앳 267,4,
이마트 김해점,4,
6.6갈비찜,4,
황남 샌드,4,
513텐동 제주점,4,
황남주택 본점,4,
황남식당,4,
나주영상테마파크,4,
대한 성공회 온수리 성당,4,
구룡포 시장,4,
선유 스카이 썬 라인,4,
선운사꽃무릇축제,4,
선셋 봉고,4,
선밸리 호텔 워터파크,4,
CU 여수 진남점,4,
비진도,4,
팔레 센트,4,
팔달공원,4,
팔공산도립공원,4,
비자림국수집,4,
이마트 성수점,4,
파주삼릉,4,
마농치킨 2호점,4,
강&한인테리어,4,
마니산 산채,4,
이마트 안동점,4,
카페꼼마&얀쿠브레 송도점,4,
카페그곳,4,
락휴코인노래연습장 제주함덕점,4,
선물고팡 중문점,4,
진줏빛 조개구이,4,
구릉,4,
구름위의 산책,4,
수원 화성 서장대,4,
마노아,4,
빈 타이 남원점,4,
이마트 원주점,4,
이마트 용인점,4,
황금산,4,
무심천,4,
이마트 왕십리점,4,
반디 파스타 함덕 본점,4,
반듯이,4,
해빈 목포 본점,4,
진주도가,4,
진저베어 파이샵,4,
애월바당국수,4,
이마트 창원점,4,
이마트 진주점,4,
이마트 진접점,4,
나인트리프리미어호텔 서울판교,4,
이마트24 보령우연플로라점,4,
강구안 문화마당,4,
파앤이스트,4,
마곡사서울식당,4,
강구농협하나로마트,4,
대화해장국 화순점,4,
애월랑,4,
진장문화예술플랫폼 미리미동국,4,
진작,4,
진양호 동물원,4,
수원전통문화관 전통식생활체험관,4,
카페느슨,4,
이마트트레이더스 동탄점,4,
나이스투미트유,4,
나이스웨더 마켓,4,
나이브브류어스,4,
나원회포차,4,
이마트트레이더스 킨텍스점,4,
뱅인타코,4,
뱅가,4,
파스쿠찌 광안리점,4,
강냉이소쿠리,4,
마가린 상점,4,
빌레왓,4,
해비치불턱,4,
두거리우신탕 혁신점,4,
애월 카페 레이지펌프,4,
애월 오누이,4,
애월 돌고래 전망대,4,
애월 고불락,4,
애슐리퀸즈 켄싱턴리조트 서귀포점,4,
애드,4,
애니 오케이션 카페,4,
나뭇잎 마을,4,
마고포레스트,4,
한옥정원숲,4,
버거 비치,4,
이쁜 선물가게,4,
나무아래오후N 2호점,4,
진미 통닭,4,
진로마트 하늘도시점,4,
수정관,4,
현대렌트,4,
현대백화점 천호점,4,
선경준치회집,4,
나무 향기 한증막,4,
이솝 제주점,4,
더 마시랑게,4,
앙데팡당,4,
무주 산골 영화제,4,
무주 산골 영화관,4,
무주 덕유산리조트 관광곤돌라,4,
60빈스,4,
카페드220볼트,4,
카페둔리,4,
카페동화,4,
카페로와,4,
수풍석뮤지엄,4,
수통골,4,
파리바게트,4,
강당골,4,
빛의 시어터,4,
황금십원빵 2호점,4,
이순신광장 전라좌수영거북선,4,
나무향기한증막,4,
더 물,4,
알작지해변,4,
파르나스호텔 제주,4,
빵긋,4,
빨간떡볶이,4,
알바니 센트럴 부산 더 큐브,4,
진고 복지당 제주공항점,4,
직탕폭포,4,
구어라 조연탄,4,
진남식당,4,
진남관 임란유물전시관,4,
진남관 임란 유물전시관,4,
수향,4,
더 숲 초소 책방,4,
이어돈가,4,
이어돈 성산 그 두 번째 이야기,4,
알동네국수,4,
더 시그니처 이자카야,4,
더 스테이 힐링파크,4,
이익새,4,
메리어트관 제주신화월드호텔앤리조트 모실클럽하우스,4,
카페라온,4,
카페라스칼라,4,
석장리 박물관,4,
카페마르쉐,4,
현대한약방 카페처방전,4,
이이로,4,
이이남 스튜디오,4,
나랏님이천쌀밥 신관,4,
안성 3.1운동 기념관,4,
이정의댁,4,
파라다이스호텔 부산 신관,4,
파라다이스시티 온더플레이트,4,
빽다방 제주 성산 일출봉점,4,
리틀넥 제주애월,4,
강릉 김밥 용지 각 본점,4,
숙성도 애월직영점,4,
카페리리스 본점,4,
러브 이즈 기방 하트 베어 3호점,4,
러브 이즈 기방 1호점,4,
카페모들,4,
숙성도 FB,4,
지혜의 숲,4,
밀양관아지,4,
리치망고 애월본점,4,
리치망고 애월 본점,4,
이충무공선소유적,4,
이천도자기축제,4,
활판인쇄 박물관,4,
안면식당,4,
한전아트센터,4,
안마 족욕 카페 전망,4,
이치카,4,
나 정고운 모래해변,4,
더 플래츠,4,
카페바다쏭 인천연수점,4,
카페미깡,4,
러블리 제주,4,
서호 시장,4,
지은이네 밥상,4,
구좌리 얼크니손칼국수 화담숲점,4,
안동찜닭골목,4,
강릉 현대 장 칼국수 본점,4,
한옥카페 갤러리도솔,4,
한치앞도모를바다,4,
이함 캠퍼스,4,
명암유원지,4,
무지개 해안도로,4,
무주창고카페,4,
무주덕유산리조트 관광곤도라,4,
안동신세계 찜닭,4,
안동시립민속박물관,4,
안동문화의거리,4,
안동문화의 거리,4,
이화여자대학교,4,
순례자의교회,4,
순두부 젤라또 4호점,4,
구천동 농협 하나로마트 리조트점,4,
지리산 장터목대피소,4,
지리산 수라간,4,
지미 수우도 보트 관광,4,
뽕뽕 식당,4,
익산 돈가스,4,
익금해수욕장,4,
순창전통고추장마을,4,
서해랑제부도해상케이블카 제부승강장,4,
서해랑 제부도해상케이블카 전곡정류장,4,
고래성,4,
고려동 유적지,4,
안동 중앙 신시장,4,
익산보석 박물관,4,
화지중앙시장,4,
트윈 브리지,4,
사 명대사공원,4,
리에제와플더뷰,4,
강릉빵다방 본점,4,
강릉동화가든 속초직영점,4,
티욤핑크,4,
익산문화예술의거리,4,
더라두,4,
인디언 서머,4,
트루와지엠,4,
러시아 케이크,4,
서프보이,4,
고래 해물칼국수,4,
카페세화숲,4,
국립 아세안자연휴양림,4,
순천 미향,4,
사계의 시간,4,
사계소희네국수,4,
사계고택,4,
강릉엄지네꼬막집 1호점,4,
안거리 밖거리,4,
인생 버거,4,
트레이더스 홀세일 클럽 연산점,4,
국립 농업박물관,4,
동해 장칼국수,4,
순천만 전라도 밥상,4,
순천동천,4,
국립 5.18민주묘지,4,
국동 칼국수,4,
현대옥 아중점,4,
밀양 순대 돼지국밥 해운대점,4,
리버레인카페,4,
트리 폰즈,4,
인사동쭈꾸미,4,
인사동거리,4,
아티장베이커스 파주점,4,
더베이 베이커리,4,
인생밥집 한림협재본점,4,
인생네컷 전남여수벽화마을점,4,
인생네컷 대천해수욕장점,4,
아트론가 제주,4,
아키비스트,4,
아쿠아플라넷63,4,
꽃담집 본관,4,
해마루,4,
발왕산 모나파크,4,
발왕산,4,
발산공원,4,
멍게하우스,4,
한화리조트 거제벨버디어 고메이,4,
한화리조트 거제 벨보 디어 마리나,4,
트래블라운지,4,
강릉커피 빵 본점,4,
트레이더스 홀세일 클럽 천안아산점,4,
인주,4,
인제 스피디움 서킷,4,
럭키마케트,4,
럭스 카바나,4,
동하당,4,
동하다,4,
국립 익산 박물관 어린이 박물관,4,
아쿠아 플라넷 여수,4,
아쿠아 플라넷 광교,4,
아침미소 목장,4,
아침 고요 가족 동물원,4,
아차가,4,
화왕산,4,
백합 식당,4,
백주산보,4,
꽁테무아,4,
인천도시 역사관,4,
아일랜드 리솜,4,
인피니티리조트,4,
카페숨도,4,
카페아키라,4,
카페아크엉,4,
고돔,4,
국립 해양문화재연구소 목포해양유물전시관,4,
투썸플레이스 제주영어도시점,4,
사맛디커피실록,4,
아이스타일,4,
아워홈 푸디움 제주국제공항점,4,
아웅,4,
더아일랜더,4,
아왜낭목제빵소,4,
일마레,4,
일리있는,4,
꼬꼬오리주물럭,4,
일미집,4,
일미도,4,
아시안 갯벌 체험장,4,
서편제길,4,
협재 더꽃돈 본점,4,
협잡이 선루,4,
협재역,4,
아시아출판문화 정보 센터 지혜의 숲 1관,4,
사선대,4,
사비면옥,4,
사비도성 가상체험관,4,
투썸플레이스 제주애월다인호텔점,4,
투썸플레이스 제주쇠소깍점,4,
투썸플레이스 제주곽지과물해변점,4,
트라이보울,4,
국립무형유산원,4,
국립무형 유산원,4,
중앙공원,4,
숨바꼭질,4,
중앙로,4,
일본풍 거리,4,
아산시시설관리공단 아산시생태곤충원,4,
아산시시설관리공단 아산시 생태곤충원,4,
아산레일바이크,4,
화순고인돌전통시장,4,
문경 생태 미로공원,4,
사우스바운더,4,
사우스 바운더,4,
사시스세소,4,
묵호항,4,
일상애한복,4,
아베크,4,
아베베 베이커리 서울점,4,
아버지 회 국수,4,
아미고 라운드,4,
숨은 집,4,
숨어있는집,4,
카페을리,4,
카페인 대장,4,
국립산림치유원 문필 마을 식당,4,
국립부여박물관 어린이 박물관,4,
중문회포장센터 새벽야시장,4,
중문회어시장,4,
아마르 라운지,4,
투썸플레이스 동해어달해변점,4,
투썸플레이스 고모 호수점,4,
강이다,4,
투썸플레이스 블랙스톤 벨포르점,4,
아리힐스리조트 스카이워크전망대,4,
아리에뜰,4,
중문 회어시장,4,
중문색 달통 갈치,4,
중문미로파크,4,
동천,4,
동진식당 공항점,4,
사천진 바위섬,4,
백야도,4,
까사부사노,4,
아름다운정원화수목,4,
아르떼,4,
임진각평화곤돌라,4,
더플레인,4,
잇뽕사계,4,
입암저수지,4,
카페의 숲,4,
고기역,4,
서주당,4,
형산강,4,
국립아시아문화전당 문화 창조원,4,
국립수산과학관,4,
중문그때그집,4,
산노루,4,
산 아래 석갈비 2호점,4,
덕봉산 해안생태탐방로,4,
김해봉황동유적,4,
통영농협하나로마트,4,
통영농협 하나로마트,4,
류재은베이커리 본점,4,
류재은 베이커리 본점,4,
아담원카페,4,
아늑 월정 함덕점,4,
국립유명산자연휴양림 자생식물원,4,
쉐이크쉑 부산 서면점,4,
국립아시아문화전당 문화창조원,4,
메밀 빛 초계국수 막국수,4,
형제섬,4,
형제도식당 본점,4,
통 연달아 공원 달에 전망대,4,
통영 해상택시,4,
통영 어드벤처 타워,4,
강촌레일파크 경강역,4,
강정천 유원지,4,
아난티 힐튼 부산,4,
덕수궁 리에제와플,4,
자영이네,4,
덕성원 중문점,4,
아그로랜드태신목장 캠핑장,4,
문도노보,4,
류센소,4,
류 옹,4,
카페청호동,4,
먼치번즈,4,
GS25 곤지암리조트점,4,
해무,4,
해맞이쉼터,4,
동일리 포구,4,
산방 연대,4,
산마루 식당,4,
강천산,4,
통나무집닭갈비 3호점,4,
AK& 기흥,4,
자잠157,4,
잘도식당,4,
잘도 식당,4,
카페책자국,4,
서울어린이대공원 놀이동산,4,
서울아트 책 보고,4,
국립희리산해송자연휴양림,4,
쉬자파크,4,
국립진주 박물관,4,
김천 부항댐출렁다리,4,
할리스 인천한옥마을점,4,
할리스 인천 한옥마을 점,4,
토크라피,4,
톨칸이해변,4,
류센소 황리단길점,4,
작은연필가게 흑심,4,
김택화미술관,4,
씽씽 전기자전거,4,
잠수교,4,
고기 굽는 해녀 구좌 흑돼지,4,
카페퍼르,4,
카페파리,4,
국보 966옛날 두부,4,
동양 백반,4,
슈니첼,4,
국립현대미술관 과천,4,
씨리얼,4,
장다리마늘약선,4,
장기미 해변,4,
장군도만두,4,
김제지평선축제,4,
장미 칼국수 본점,4,
장령산자연휴양림,4,
산방산 해물라면 오빠네,4,
산방산 유람선,4,
스무,4,
카페쿠이,4,
강화 소창 체험관,4,
할리스 낙산해수욕장점,4,
GS25 옹포중앙점,4,
쑥섬,4,
김우정 초당 짬뽕 순두부 본점,4,
장사부 밀양직영점,4,
덕진공원 덕진호,4,
쏠비치삼척 오션플레이,4,
산수 쌈밥,4,
강화 씨사이드 리조트,4,
강화 손칼국수,4,
토종흑염소목장,4,
산방산초가집,4,
화목원,4,
민트카페&스튜디오,4,
레솔레파크,4,
서울시티투어버스,4,
고 불개 해 변,4,
카페훤,4,
카페하망주택,4,
카페피크닉,4,
메밀촌 막국수,4,
죽도,4,
문제 항아리 조천 본점,4,
AK플라자 세종,4,
김여사네,4,
김선장회센타,4,
주주표 서 서핑스쿨,4,
서울숲 카페거리,4,
계절식탁향토,4,
서울대학교 관악캠퍼스,4,
죽도정,4,
죽도암,4,
협재해녀의집,4,
토박이식당,4,
토박이 할머니순두부,4,
산정호수둘레길,4,
산정호수 명성산억새꽃축제,4,
산장 가든,4,
장생포모노레일,4,
장승포 식당,4,
김순옥 댓잎 찹쌀도넛 본점,4,
쏘카 존 제주공항,4,
산지해장국 노형직영점,4,
개구리생태공원 에코센터,4,
루스트플레이스 함덕해수욕장점,4,
산지 해장국 서귀포점,4,
강화성당,4,
썸타는우도전기차,4,
던킨 시청역점,4,
서울대공원 서울동물원,4,
칼국수맛있는집,4,
동부시장,4,
스윙 카페 베이커리,4,
장안회집,4,
장안해물보말칼국수,4,
썬 렌터카,4,
쌤쌤쌤,4,
쌍둥이 횟집,4,
장항 해수풀장,4,
주남저수지,4,
국채보상운동 기념공원,4,
주문진등대,4,
주문진 좌판 풍물시장,4,
동복분식,4,
주전골,4,
토끼트멍,4,
APM 떡볶이,4,
함덕 연옥,4,
루마카,4,
BAR분,4,
장흥 참숯가마,4,
롯데호텔월드,4,
롯데호텔 제주,4,
테이크 호텔,4,
할리스 속초영랑해변점,4,
맥도날드 제주시청DT점,4,
김밥세상,4,
데이나인,4,
서울 해장국,4,
호남갈비,4,
김녕해안도로,4,
재연 식당,4,
십원향,4,
김녕성세기해변 인증센터,4,
김대중노벨평화상 기념관,4,
테라스 21,4,
삼국유사테마파크,4,
롯지먼트,4,
심쿵교복 부산롯데월드점,4,
심미안,4,
신흥 도시숲공원,4,
주교좌 대흥동 성당,4,
동복 해녀 해산물 직판장,4,
동백한입,4,
동백정원,4,
스퀘어 원,4,
